"","Facility_Type","Facility_Number","Facility_Name","Licensee","Facility_Administrator","Facility_Address","Facility_City","Facility_State","Facility_Zip","County_Name","Regional_Office","Facility_Capacity","Facility_Status","License_First_Date","lon.x","lat.x"
"251","RESIDENTIAL CARE ELDERLY",317004709,"A VIP SENIOR CARE","A VIP SENIOR CARE LLC","BUJOR, CARMEN","2728 WESTVIEW DRIVE, PLACER","LINCOLN","CA",95648,"PLACER",27,6,"LICENSED","3/28/2012",-121.2842401,38.8412881
"252","RESIDENTIAL CARE ELDERLY",374603344,"A WINSOME ASSISTED LIVING COMMUNITY","IGBANTE-ENRIQUEZ, GUIA","GUIA IGBANTE-ENRIQUEZ","3808 SWEETWATER ROAD, SAN DIEGO","BONITA","CA",91902,"SAN DIEGO",8,6,"LICENSED","12/10/2013",-117.0464227,32.6608929
"253","RESIDENTIAL CARE ELDERLY",157206706,"A & A BAKERSFIELD CARE HOME","AKAM MEDICAL, LLC","OBCEMEA, ROSALIE","12203 EL CAPITAN AVE., KERN","BAKERSFIELD","CA",93312,"KERN",24,6,"LICENSED","9/12/2014",-119.1377694,35.4035437
"254","RESIDENTIAL CARE ELDERLY",75600206,"A & A CARE HOME I","A & W BUSINESS VENTURES, INC.","BORJA, AMY","521 FENWAY DRIVE, CONTRA COSTA","WALNUT CREEK","CA",94598,"CONTRA COSTA",15,6,"LICENSED","10/3/1997",-122.0268742,37.9134267
"255","RESIDENTIAL CARE ELDERLY",75600309,"A & A CARE HOME III","A&W BUSINESS VENTURES, INC. DBA A&W CARE HOME","AMY BORJA","201 WIGET LANE, CONTRA COSTA","WALNUT CREEK","CA",94598,"CONTRA COSTA",15,6,"LICENSED","3/9/1999",-122.0228888,37.9220164
"256","RESIDENTIAL CARE ELDERLY",336427416,"A & A FAMILY CARE FOR THE ELDERLY","ARON MICHIO ODA","ODA, MICHIO ARON","29275 WRANGLER DRIVE, RIVERSIDE","MURRIETA","CA",92563,"RIVERSIDE",18,6,"LICENSED","9/20/2016",-117.1496831,33.5753398
"257","RESIDENTIAL CARE ELDERLY",306005541,"A & A HOMECARE","RGNL","ADRIANO, MALINA","3173 WEST POLK AVE, ORANGE","ANAHEIM","CA",92801,"ORANGE",22,6,"LICENSED","10/4/2018",-118.0016369,33.8331935
"258","RESIDENTIAL CARE ELDERLY",347004083,"A & C CARE HOME","SOREN'S CORPORATION DBA A & C CARE HOME","SUAYBAGUIO, CECILIA","2949 GARFIELD AVE, SACRAMENTO","CARMICHAEL","CA",95608,"SACRAMENTO",27,6,"LICENSED","1/29/2009",-121.3375496,38.6189049
"259","RESIDENTIAL CARE ELDERLY",347005161,"A & C CARE HOME #2","HALEY CORPORATION, DBA A & C CARE HOME","SUAYBAGUIO, CECILIA","3601 GARFIELD AVE., SACRAMENTO","CARMICHAEL","CA",95608,"SACRAMENTO",27,6,"LICENSED","8/5/2013",-121.337052,38.6300642
"260","RESIDENTIAL CARE ELDERLY",415600863,"A & E HOME CARE SERVICES","TRIA, ARMANDO Z. AND TRIA, ELIZABETH S.","TRIA, ARMANDO Z.","1615 DIX STREET, SAN MATEO","SAN MATEO","CA",94401,"SAN MATEO",14,6,"LICENSED","3/11/2013",-122.3009852,37.5624595
"261","RESIDENTIAL CARE ELDERLY",198602178,"A & E RESIDENTIAL CARE","A & E RESIDENTIAL CARE","BITUIN, EMELITA","1286 W BASELINE ROAD, LOS ANGELES","CLAREMONT","CA",91711,"LOS ANGELES",28,6,"LICENSED","8/5/2016",-117.741595,34.121284
"262","RESIDENTIAL CARE ELDERLY",361800099,"A & H QUALITY HOME CARE SERVICES","A & H QUALITY HOME CARE SERVICES INC","TURRISI, ALEJANDRA L","165 GRAYSON WAY, SAN BERNARDINO","UPLAND","CA",91786,"SAN BERNARDINO",18,6,"LICENSED","8/22/2017",-117.6675478,34.093174
"263","RESIDENTIAL CARE ELDERLY",415601066,"A & J ASSISTED LIVING FACILITY","PACALDOLLC","PACALDO, JULIET","130 VALE STREET, SAN MATEO","DALY CITY","CA",94014,"SAN MATEO",14,53,"PENDING",NA,-122.4684401,37.6918113
"264","RESIDENTIAL CARE ELDERLY",342700275,"A & J HOME CARE","ALP CARE INC","JOHN PAUL PAMINTUAN","6732 LINCOLN OAKS DRIVE, SACRAMENTO","FAIR OAKS","CA",95628,"SACRAMENTO",27,6,"LICENSED","10/8/2018",-121.3065756,38.6661829
"265","RESIDENTIAL CARE ELDERLY",366426087,"A & K PRIVATE HOME CARE","A & K PRIVATE HOME CARE, INC.","PHUMIRAT, ANCHALEE","11490 POPLAR STREET, SAN BERNARDINO","LOMA LINDA","CA",92354,"SAN BERNARDINO",18,6,"LICENSED","7/10/2014",-117.3317646,34.0948067
"266","RESIDENTIAL CARE ELDERLY",15601363,"A & P CARE HOME FOR SENIORS","A & P JOINT VENTURES, INC.","TRINIDAD, DUMITELA A.","32852 CLEAR LAKE STREET, ALAMEDA","FREMONT","CA",94555,"ALAMEDA",15,6,"LICENSED","1/31/2008",-122.0573105,37.5866469
"267","RESIDENTIAL CARE ELDERLY",197607431,"A + SINCERE CARE MANOR","A + SINCERE CARE MANOR, INC.","FENGPEI QIN","5029 MCCLINTOCK AVE., LOS ANGELES","TEMPLE CITY","CA",91780,"LOS ANGELES",28,6,"LICENSED","4/29/2008",-118.2909678,34.0193746
"268","RESIDENTIAL CARE ELDERLY",342700531,"A1 MAGNIFICENT HOME","LGES, LLC","GAERLAN, LEONIDA","3311 MISSION AVENUE, SACRAMENTO","CARMICHAEL","CA",95608,"SACRAMENTO",27,5,"LICENSED","7/3/2019",-121.3555257,38.6252989
"269","RESIDENTIAL CARE ELDERLY",306004819,"A1 RCFE - SUNNY HILLS","BBML HOMES, INC.","VILLARMO, SHIRLEY","811 WILDROSE DRIVE, ORANGE","BREA","CA",92821,"ORANGE",22,6,"LICENSED","3/10/2016",-73.02617,41.286192
"270","RESIDENTIAL CARE ELDERLY",312700395,"A1SENIOR CARE","TACANDONG CARE HOMES LLC","TACANDONG, DAISYREE","217 HINGHAM CT, PLACER","ROSEVILLE","CA",95747,"PLACER",27,6,"LICENSED","2/25/2019",-121.3593228,38.8010508
"271","RESIDENTIAL CARE ELDERLY",197609902,"AA AMERICARE HOME CARE","AA AMERICARE HOME CARE INC","MANLANJIT, RONNEL","27710 CHERRY CREEK DR, LOS ANGELES","SANTA CLARITA","CA",91354,"LOS ANGELES",31,6,"PENDING",NA,-118.5352701,34.4552346
"272","RESIDENTIAL CARE ELDERLY",496801684,"AA BEST CARE HOMES","AA BEST CARE, LLC","AQUINO, NICANOR","857 HEARN AVE., SONOMA","SANTA ROSA","CA",95407,"SONOMA",21,40,"LICENSED","8/27/2004",-122.7224609,38.4147031
"273","RESIDENTIAL CARE ELDERLY",197609757,"AA ELDERLY CARE INC","AA ELDERLY CARE INC","GEVORKYAN, SONA","16701 LAHEY ST, LOS ANGELES","GRANADA HILLS","CA",91344,"LOS ANGELES",31,6,"LICENSED","7/25/2019",-118.4958164,34.2731326
"274","RESIDENTIAL CARE ELDERLY",197609667,"AAA'S ELDERLY CARE INC","AAA'S ELDERLY CARE INC","REYES, MARICEL","3960 WOBURN CT, LOS ANGELES","PALMDALE","CA",93551,"LOS ANGELES",31,6,"LICENSED","10/23/2018",-118.2028838,34.6109573
"275","RESIDENTIAL CARE ELDERLY",306004627,"AAA ASSISTANCE CARE HOME #2","A.ADRIANA, INC.","BENJAMIN CRASNEAN","23712 CORONEL DRIVE, ORANGE","MISSION VIEJO","CA",92691,"ORANGE",22,6,"LICENSED","11/4/2014",-117.6707561,33.6185206
"276","RESIDENTIAL CARE ELDERLY",347005371,"AAA CARE","MICLEA, DAVID","MICLEA, DAVID","8445 OLD AUBURN ROAD, SACRAMENTO","CITRUS HEIGHTS","CA",95610,"SACRAMENTO",27,6,"LICENSED","6/24/2014",-121.2460264,38.7162557
"277","RESIDENTIAL CARE ELDERLY",15601389,"AAA CARE HAVEN","VALLEY HAVENS, LLC","SANTA ANA, JOSEPHINE","22094 VERGIL STREET, ALAMEDA","CASTRO VALLEY","CA",94546,"ALAMEDA",15,6,"LICENSED","6/12/2008",-122.0683199,37.6873626
"278","RESIDENTIAL CARE ELDERLY",15601390,"AAA CARE HAVEN II","VALLEY HAVENS, LLC","SANTA ANA, JOSEPHINE","1890 GROVE WAY, ALAMEDA","CASTRO VALLEY","CA",94546,"ALAMEDA",15,6,"LICENSED","6/12/2008",-122.0828346,37.6849792
"279","RESIDENTIAL CARE ELDERLY",317004845,"AAA HOME CARE","BENIPAYO-FLORES, LLC.","FLORES, FRANKLYN","6268 GRAND CANYON DR., PLACER","ROSEVILLE","CA",95678,"PLACER",27,5,"LICENSED","3/16/2012",NA,NA
"280","RESIDENTIAL CARE ELDERLY",197608939,"AAA JERUSALEM STAR","AAA JERUSALEM STAR, INC.","ANNA PETROSYAN","5945 CAPISTRANO AVENUE, LOS ANGELES","WOODLAND HILLS","CA",91367,"LOS ANGELES",31,6,"LICENSED","1/29/2016",-118.617112,34.1787499
"281","RESIDENTIAL CARE ELDERLY",425801691,"AAA KINDNESS CARE HOME II","AAA KINDNESS CARE HOME, LLC.","SHAYNA PETTIFORD","3811 DOMINION ROAD, SANTA BARBARA","SANTA MARIA","CA",93454,"SANTA BARBARA",29,23,"LICENSED","6/9/2010",-120.3502617,34.8890262
"282","RESIDENTIAL CARE ELDERLY",425850033,"AAA KINDNESS CARE II","SM SENIOR CARE OPERATIONS LLC","PETTIFORD, SHAYNA","3811 DOMINION RD, SANTA BARBARA","SANTA MARIA","CA",93454,"SANTA BARBARA",29,26,"LICENSED","1/24/2020",-120.3502617,34.8890262
"283","RESIDENTIAL CARE ELDERLY",306005327,"AAA LAGUNA HILLS ASSISTANCE CARE HOME","AAA LAGUNA HILLS ASSISTANCE HOME CARE INC","BARNUTIU, STEFAN","25651 CALIFIA DRIVE, ORANGE","LAGUNA HILLS","CA",92653,"ORANGE",22,6,"LICENSED","11/30/2017",-117.6827081,33.5986828
"284","RESIDENTIAL CARE ELDERLY",197609560,"AAA QUALITY RESIDENTIAL CARE FACILITY","AAA QUALITY RESIDENTIAL CORP","GASPARYAN, CRISTINE","7843 STANSBURY AVE, LOS ANGELES","PANORAMA CITY","CA",91402,"LOS ANGELES",31,6,"LICENSED","7/17/2018",-118.4402312,34.2133841
"285","RESIDENTIAL CARE ELDERLY",157206806,"AAA RESIDENTIAL ELDERLY RETREAT","TRU-VISIONLLC","TAYLOR, SHEILA","10615 POLO GLEN DRIVE, KERN","BAKERSFIELD","CA",93312,"KERN",24,6,"LICENSED","3/17/2017",-119.1211406,35.4027037
"286","RESIDENTIAL CARE ELDERLY",197609485,"AAA ROYAL SENIOR LIVING FACILITY","AAA ROYAL SENIOR LIVING INC","PETROSYAN, ANNA","6214 BECKFORD AVE, LOS ANGELES","TARZANA","CA",91335,"LOS ANGELES",31,6,"LICENSED","11/8/2017",-118.5511858,34.1831188
"287","RESIDENTIAL CARE ELDERLY",312700455,"AAA SENIOR CARE","AAA SENIOR CARE LLC","MICHAEL DEMYAN","1998 CLARK TUNNEL RD, PLACER","PENRYN","CA",95663,"PLACER",27,6,"LICENSED","6/27/2019",-121.1734997,38.8544446
"288","RESIDENTIAL CARE ELDERLY",197609855,"AALICE SENIOR LIVING WONDERLAND","RAYIVORAN LLC","LOZANO, ROMEO","8556 NEWCASTLE AVE, LOS ANGELES","NORTHRIDGE","CA",91325,"LOS ANGELES",31,6,"LICENSED","9/3/2019",-118.5255102,34.2263892
"289","RESIDENTIAL CARE ELDERLY",312700282,"AAR QUALITY SENIOR LIVING","LIGHTHOUSE SENIOR LIVING LLC","ROSCA, ANA","2247 LOHSE LANE, PLACER","LINCOLN","CA",95648,"PLACER",27,6,"LICENSED","10/23/2018",-121.3207204,38.8989045
"290","RESIDENTIAL CARE ELDERLY",75601497,"AARON'S ADVANCE CARE HOME INC.","AARON'S ADVANCE CARE HOME INC.","QUIAMBAO, ROSA ELMA","122 LOS ALTOS AVENUE, CONTRA COSTA","WALNUT CREEK","CA",94598,"CONTRA COSTA",15,6,"LICENSED","2/12/2010",-122.04075,37.9153774
"291","RESIDENTIAL CARE ELDERLY",366424198,"AASPEN VILLAGE CARE III","MNK GROUP LLC","MUSHTAQ KHAN","56524 ANTELOPE TRAIL, SAN BERNARDINO","YUCCA VALLEY","CA",92284,"SAN BERNARDINO",18,23,"LICENSED","11/23/2009",-116.4304082,34.1228384
"292","RESIDENTIAL CARE ELDERLY",366423788,"AASPEN VILLAGECARE","MNK GROUP LLC","MUSHTAQ KHAN","7633 KICKAPOO TRAIL, SAN BERNARDINO","YUCCA VALLEY","CA",92284,"SAN BERNARDINO",18,15,"LICENSED","2/18/2009",-116.457447,34.1133395
"293","RESIDENTIAL CARE ELDERLY",366423704,"AASPEN VILLAGECARE II","MNK GROUP. LLC","MUSHTAQ KHAN","7645 KICKAPOO TRAIL, SAN BERNARDINO","YUCCA VALLEY","CA",92284,"SAN BERNARDINO",18,15,"LICENSED","2/18/2009",-116.4574239,34.1130416
"294","RESIDENTIAL CARE ELDERLY",361880884,"AB'S HUMBLE HOME #2","HAMED, EBRAHEEM","HAMED, EBRAHEEM","14798 CAMBRIA ST, SAN BERNARDINO","FONTANA","CA",92335,"SAN BERNARDINO",18,6,"PENDING",NA,-117.4824743,34.0790342
"295","RESIDENTIAL CARE ELDERLY",197607466,"ABAD GROUP HOME,INC. HARLINE COURT FACILITY","ABAD GROUP HOME, INC.","ROSALIE NAVAL","22547 HARLINE COURT, LOS ANGELES","TORRANCE","CA",90502,"LOS ANGELES",11,6,"LICENSED","6/6/2008",-118.2932603,33.8208902
"296","RESIDENTIAL CARE ELDERLY",336423521,"ABBEY ELDER CARE, INC.","ABBEY ELDER CARE, INC.","SUNDEEP RANDHAWA","3412 WEXFORD CIRCLE, RIVERSIDE","CORONA","CA",92882,"RIVERSIDE",18,6,"LICENSED","5/2/2008",-117.5953941,33.8423135
"297","RESIDENTIAL CARE ELDERLY",197608349,"ABBEY ROAD VILLA","ABBEY ROAD VILLA, LLC","MARINE KARAPETIAN","14132 HUBBARD STREET, LOS ANGELES","SYLMAR","CA",91342,"LOS ANGELES",31,78,"LICENSED","8/1/2012",-118.4403372,34.2975012
"298","RESIDENTIAL CARE ELDERLY",366426773,"ABBY'S HOME","ABBY'S HOME LLC","TESFASILASE, NAZARETH","15554 ROCKWELL AVE., SAN BERNARDINO","FONTANA","CA",92336,"SAN BERNARDINO",18,6,"LICENSED","3/17/2016",-117.4670404,34.1349714
"299","RESIDENTIAL CARE ELDERLY",275202545,"ABBY CARE HOMES LLC","FAITH DENT","FAITH DENT","218 LITTLENESS AVE, MONTEREY","MONTEREY","CA",93940,"MONTEREY",26,3,"LICENSED","6/14/2017",-121.8568615,36.595193
"300","RESIDENTIAL CARE ELDERLY",75601216,"ABEL CARE HOME","ALMAT, INC.","MATIAS, JERRY","899 PLA VADA COURT, CONTRA COSTA","CONCORD","CA",94518,"CONTRA COSTA",15,6,"LICENSED","4/24/2006",-122.032935,37.9406164
"301","RESIDENTIAL CARE ELDERLY",75601217,"ABEL CARE HOME II","ALMAT, INC.","MATIAS, JERRY","891 PLA VADA COURT, CONTRA COSTA","CONCORD","CA",94518,"CONTRA COSTA",15,6,"LICENSED","4/24/2006",-122.032824,37.940408
"302","RESIDENTIAL CARE ELDERLY",75601218,"ABEL CARE HOME III","ALMAT, INC.","MATIAS, JERRY","881 PLA VADA COURT, CONTRA COSTA","CONCORD","CA",94518,"CONTRA COSTA",15,6,"LICENSED","3/14/2006",-122.0322023,37.9400008
"303","RESIDENTIAL CARE ELDERLY",306004470,"ABERDEEN TERRACE","SCHENKELBERG, PETER","PETER SCHENKELBERG","25102 VESPUCCI ROAD, ORANGE","LAGUNA HILLS","CA",92653,"ORANGE",22,6,"LICENSED","12/28/2012",-117.6919061,33.597368
"304","RESIDENTIAL CARE ELDERLY",347004496,"ABIDING HOME CARE I","ABIDING HOME ASSISTED CARE, LLC","KEVIN MILES","760 EL MACERO WAY, SACRAMENTO","SACRAMENTO","CA",95831,"SACRAMENTO",27,6,"LICENSED","5/13/2010",-121.5329847,38.4964715
"305","RESIDENTIAL CARE ELDERLY",79200524,"ABIGAIL'S BECKHAM CARE HOME","B&K BOARD AND CARE LLC","BENDER, CHABA","4839 BECKHAM CT, CONTRA COSTA","CONCORD","CA",94521,"CONTRA COSTA",15,6,"LICENSED","7/28/2016",-121.9759931,37.9623058
"306","RESIDENTIAL CARE ELDERLY",19200515,"ABIGAIL'S GUEST HOME","JAAKK, INC.","AURELIA MENDOZA","6372 ARLINGTON DRIVE, ALAMEDA","PLEASANTON","CA",94566,"ALAMEDA",15,6,"LICENSED","7/21/2014",-121.8808537,37.6426055
"307","RESIDENTIAL CARE ELDERLY",75601399,"ABIGAIL BOARD AND CARE","ABIGAIL BOARD AND CARE, LLC","IRVAN, TAMSIE","4369 ROSE LANE, CONTRA COSTA","CONCORD","CA",94518,"CONTRA COSTA",15,6,"LICENSED","5/19/2008",-122.0008255,37.9503522
"308","RESIDENTIAL CARE ELDERLY",415600900,"ABIGAIL COMPLETE CARE, INC","ABIGAIL COMPLETE CARE, INC","FRAGIACOMO, VIVIAN","1230 HOPKINS AVENUE, SAN MATEO","REDWOOD CITY","CA",94062,"SAN MATEO",14,24,"LICENSED","6/11/2014",-122.2403582,37.4878052
"309","RESIDENTIAL CARE ELDERLY",157203376,"ABLE CARE HOMES 1","ABLE CARE HOME, LLC","ZAPATA, BARBARA","10005 COBBLESTONE AVENUE, KERN","BAKERSFIELD","CA",93311,"KERN",24,6,"LICENSED","8/14/2006",-119.113507,35.3079031
"310","RESIDENTIAL CARE ELDERLY",197609677,"ABLE & AVAILABLE HOME CARE","ABLE & AVAILABLE HOME CARE","BOYADZHYAN, ARMEN M","17626 TULSA ST, LOS ANGELES","GRANADA HILLS","CA",91344,"LOS ANGELES",31,6,"LICENSED","3/8/2019",-118.5185776,34.2682572
"311","RESIDENTIAL CARE ELDERLY",197608525,"ABODE NORTHRIDGE BOARD AND CARE","ABODE BOARD AND CARE COMPANY","MARIA ROSARIO C. GONZALES","16547 LABRADOR STREET, LOS ANGELES","NORTHRIDGE","CA",91343,"LOS ANGELES",31,6,"LICENSED","4/11/2014",-118.493011,34.2495362
"312","RESIDENTIAL CARE ELDERLY",331880809,"ABOUNDING GRACE CARE HOME, INC.","ABOUNDING GRACE CARE HOME, INC.","DELA CRUZ, CHERYL","26152 WINDEMERE WAY, RIVERSIDE","MORENO VALLEY","CA",92555,"RIVERSIDE",18,6,"LICENSED","10/23/2019",-117.3480371,33.9407285
"313","RESIDENTIAL CARE ELDERLY",336426708,"ABOUNDING LOVE HOME CARE","ALTHAEA MANOR CARE, LLC","DELA CRUZ, DENNIS","13213 NAPA VALLEY COURT, RIVERSIDE","MORENO VALLEY","CA",92555,"RIVERSIDE",18,6,"LICENSED","5/19/2016",-117.2022242,33.9289185
"314","RESIDENTIAL CARE ELDERLY",342700499,"ABOUNDING LOVE II","ABOUNDING LOVE LLC","NONU, JULIE","3801 LAKE TERRACE DR, SACRAMENTO","ELK GROVE","CA",95758,"SACRAMENTO",27,6,"LICENSED","2/11/2019",-121.460102,38.4137456
"315","RESIDENTIAL CARE ELDERLY",342700730,"ABOUNDING LOVE III","ABOUNDING LOVE LLC","NONU, JULIE","5105 VILLAGE WOOD DRIVE, SACRAMENTO","SACRAMENTO","CA",95823,"SACRAMENTO",27,6,"LICENSED","12/10/2019",-121.4431405,38.455773
"316","RESIDENTIAL CARE ELDERLY",312700311,"ABOUTLIFE CARE FACILITY","ABOUTLIFE CARE FACILITY LLC","SCUTARU, ELIZAVETA","2705 LUPINE CT, PLACER","ROCKLIN","CA",95677,"PLACER",27,6,"LICENSED","5/15/2018",-121.2223477,38.7944431
"317","RESIDENTIAL CARE ELDERLY",306004767,"ABOVE ALL CARE 2","ABOVE ALL CARE FACILITY LLC","NICOLAS OUDINOT","1255 BERING STREET, ORANGE","PLACENTIA","CA",92870,"ORANGE",22,6,"LICENSED","2/13/2015",-117.8384007,33.8849694
"318","RESIDENTIAL CARE ELDERLY",306004768,"ABOVE ALL CARE 3","ABOVE ALL CARE FACILITY, LLC","NICOLAS OUDINOT","1022 OXFORD DRIVE, ORANGE","PLACENTIA","CA",92870,"ORANGE",22,6,"LICENSED","4/13/2015",-117.8642244,33.8810257
"319","RESIDENTIAL CARE ELDERLY",425801980,"ABOVE ALL CARE, LLC","ABOVE ALL CARE, LLC.","VIKTORIIA ANDREICHENKO","3620 LA ENTRADA, SANTA BARBARA","SANTA BARBARA","CA",93105,"SANTA BARBARA",29,6,"LICENSED","6/15/2015",-119.740093,34.4262869
"320","RESIDENTIAL CARE ELDERLY",496803647,"ABOVE & BEYOND ELDERCARE","FREEWIND 121 INC","KEEN, LANDA","1540 SONOMA AVE, SONOMA","SANTA ROSA","CA",95405,"SONOMA",21,6,"LICENSED","7/18/2016",-122.6956573,38.4420951
"321","RESIDENTIAL CARE ELDERLY",75600294,"ABRAHAM'S REST HOME","SANCHEZ, ALEX & ABRAHAM, SARA","SANCHEZ, ALEX","1095 BANCROFT COURT, CONTRA COSTA","WALNUT CREEK","CA",94598,"CONTRA COSTA",15,6,"LICENSED","8/12/1998",-122.0433918,37.9321368
"322","RESIDENTIAL CARE ELDERLY",71440165,"ABRAHAM REST HOME","ABRAHAM, SARA","ABRAHAM, SARA","116 VIA MONTE, CONTRA COSTA","WALNUT CREEK","CA",94598,"CONTRA COSTA",15,6,"LICENSED","12/11/1987",-122.017703,37.9253845
"323","RESIDENTIAL CARE ELDERLY",366425270,"ABRIA DEL CIELO","MERE ENTERPRISES, INC","CRISELDA ESPIRITU SANTO","1589 N. WATERMAN AVE, SAN BERNARDINO","SAN BERNARDINO","CA",92404,"SAN BERNARDINO",18,240,"LICENSED","5/21/2012",-117.2783582,34.1283409
"324","RESIDENTIAL CARE ELDERLY",342700272,"ABSOLUTE CARE ASSISTED LIVING","ANGATO CORPORATION","DE LIMA, DEXTER","2929 BABSON DRIVE, SACRAMENTO","ELK GROVE","CA",95758,"SACRAMENTO",27,4,"LICENSED","5/22/2018",-121.4720514,38.4175847
"325","RESIDENTIAL CARE ELDERLY",79200574,"ABSOLUTE CARE FOR LIFE","MRV","LEVIN, EMCY MADRIAGA","1700 MARLESTA ROAD, CONTRA COSTA","PINOLE","CA",94564,"CONTRA COSTA",15,6,"LICENSED","3/3/2017",-122.2980174,38.0020038
"326","RESIDENTIAL CARE ELDERLY",565801201,"ABSOLUTE CARE HOME","ABSOLUTE CARE HOME, INC.","MARIA LOURDES RICAFORT","1601 KIPLING COURT, VENTURA","OXNARD","CA",93033,"VENTURA",31,6,"LICENSED","9/13/2004",-119.1610058,34.165563
"327","RESIDENTIAL CARE ELDERLY",331880652,"ABSOLUTE DESERT CARE I","CCAB SERVICES LLC","CARLOS, CHANNE","73137 SOMERA RD, RIVERSIDE","PALM DESERT","CA",92260,"RIVERSIDE",18,6,"LICENSED","8/20/2019",-116.3886569,33.701771
"328","RESIDENTIAL CARE ELDERLY",331880653,"ABSOLUTE DESERT CARE II","CCAB SERVICES LLC","CARLOS, CHANNE","70603 INDEPENDENT CIR, RIVERSIDE","RNACHO MIRAGE","CA",92270,"RIVERSIDE",18,6,"LICENSED","8/23/2019",-116.4301547,33.7809462
"329","RESIDENTIAL CARE ELDERLY",361800228,"ABSOLUTE QUALITY CARE HOME","ABSOLUTE QUALITY CARE HOME, INC.","MARCHANY, RACHEL","10731 COLOMA ST., SAN BERNARDINO","LOMA LINDA","CA",92354,"SAN BERNARDINO",18,6,"LICENSED","1/30/2018",-117.2495845,34.0589808
"330","RESIDENTIAL CARE ELDERLY",425801010,"ABSOLUTE RESIDENTIAL CARE","ABSOLUTE RESIDENTIAL CARE, INC.","YAROSLAV PRYKHITKO","435 REX PLACE, SANTA BARBARA","GOLETA","CA",93117,"SANTA BARBARA",29,6,"LICENSED","12/30/2003",-119.8424189,34.4465942
"331","RESIDENTIAL CARE ELDERLY",425800484,"ABUNDANT CARE","DANIEL BOND & TIMOTHY PRYKO","TIMOTHY PRYKO","5506 SOMERSET DRIVE, SANTA BARBARA","SANTA BARBARA","CA",93111,"SANTA BARBARA",29,6,"LICENSED","9/28/1999",-119.8174459,34.4449801
"332","RESIDENTIAL CARE ELDERLY",425800608,"ABUNDANT CARE II","TIMOTHY PRYKO & DANIEL BOND","DANIEL BOND","698 ZINK AVENUE, SANTA BARBARA","SANTA BARBARA","CA",93111,"SANTA BARBARA",29,6,"LICENSED","1/30/2001",-119.79044,34.4305891
"333","RESIDENTIAL CARE ELDERLY",425801580,"ABUNDANT CARE III","ABUNDANT CARE, INC.","DANIEL BOND","4589 AUHAY DRIVE, SANTA BARBARA","SANTA BARBARA","CA",93110,"SANTA BARBARA",29,6,"LICENSED","8/28/2008",-119.7805575,34.4372344
"334","RESIDENTIAL CARE ELDERLY",425801755,"ABUNDANT CARE IV","ABUNDANT CARE, INC.","TIMOTHY PRYKO","5421 BERKELEY ROAD, SANTA BARBARA","SANTA BARBARA","CA",93111,"SANTA BARBARA",29,6,"LICENSED","9/12/2011",-119.8130571,34.4457009
"335","RESIDENTIAL CARE ELDERLY",361800184,"ABUNDANT LIFE SENIOR HOME CARE","ABUNDANT LIFE SENIOR HOME CARE INC","RONDONUWU, RULLY","2206 N LAUREL WAY, SAN BERNARDINO","UPLAND","CA",91784,"SAN BERNARDINO",18,6,"LICENSED","1/23/2018",-117.6528809,34.1435469
"336","RESIDENTIAL CARE ELDERLY",331880892,"ABUNDANT LIVING","ABUNDANT LIVING, INC.","GARCIA, GRISELDA","976 RANDAL RANCH ROAD, RIVERSIDE","CORONA","CA",92881,"RIVERSIDE",18,6,"PENDING",NA,-117.5627448,33.8232118
"337","RESIDENTIAL CARE ELDERLY",347005215,"ABUNDANT LOVE AND CARE FOR THE ELDERLY","BONITE, VIRGINIA","BONITE, VIRGINIA","2607 WALNUT AVENUE, SACRAMENTO","CARMICHAEL","CA",95608,"SACRAMENTO",27,6,"LICENSED","1/7/2014",-121.3463674,38.6124218
"338","RESIDENTIAL CARE ELDERLY",197606768,"ACACIA GUEST HOME","D' MARIAS' CORPORATION","MARIA FE MARALIT","1847 ACACIA HILL ROAD, LOS ANGELES","DIAMOND BAR","CA",91765,"LOS ANGELES",28,6,"LICENSED","1/22/2007",-117.8236557,33.9886515
"339","RESIDENTIAL CARE ELDERLY",415600085,"ACACIA MANOR","TAN, LUZVIMINDA","TAN, LUZVIMINDA","1510 NEWLANDS AVENUE, SAN MATEO","BURLINGAME","CA",94010,"SAN MATEO",14,6,"LICENSED","7/21/1997",-122.3015968,37.5177774
"340","RESIDENTIAL CARE ELDERLY",306004749,"ACACIA VILLAS","KAIROS MANAGEMENT ONE, LLC","TAMMY JOO","1620 E. CHAPMAN AVENUE, ORANGE","FULLERTON","CA",92831,"ORANGE",22,99,"LICENSED","7/29/2015",-117.8364449,33.7878373
"341","RESIDENTIAL CARE ELDERLY",19200670,"ACAPULCO SENIOR CARE HOME","ACAPULCO SENIOR CARE HOME","KA, NIN","14160 ACAPULCO ROAD, ALAMEDA","SAN LEANDRO","CA",94577,"ALAMEDA",15,6,"LICENSED","6/10/2017",-122.17884,37.6948683
"342","RESIDENTIAL CARE ELDERLY",486803719,"ACB CARE HOME","ACB CARE HOME","BULAUN, LEAFAR","118 UNIVERSITY AVE, SOLANO","VALLEJO","CA",94591,"SOLANO",21,6,"LICENSED","10/27/2017",-122.2261014,38.1117504
